,index,Title,Genre,Link
371,371,Pelindo Petikemas terima 16 penghargaan K3 dari Menaker,Ekonomi,https://www.antaranews.com/berita/3602064/pelindo-petikemas-terima-16-penghargaan-k3-dari-menaker
372,372,Pelni Medan: Harga tiket baru tambah Rp41.000 asuransi-pas pelabuhan,Ekonomi,https://www.antaranews.com/berita/3601935/pelni-medan-harga-tiket-baru-tambah-rp41000-asuransi-pas-pelabuhan
373,373,Gubernur Kepri terima penghargaan pembina K3 terbaik dari Menaker RI,Humaniora,https://www.antaranews.com/berita/3601824/gubernur-kepri-terima-penghargaan-pembina-k3-terbaik-dari-menaker-ri
374,374,Polda Jabar tunggu arahan soal sertifikat mengemudi untuk buat SIM,Hukum,https://www.antaranews.com/berita/3601701/polda-jabar-tunggu-arahan-soal-sertifikat-mengemudi-untuk-buat-sim
375,375,Gulkarmat akui evakuasi jenazah Fajri pasien obesitas penuh tantangan,Metro,https://www.antaranews.com/berita/3601674/gulkarmat-akui-evakuasi-jenazah-fajri-pasien-obesitas-penuh-tantangan
376,376,Menaker: K3 harus jadi prioritas dunia kerja,Humaniora,https://www.antaranews.com/berita/3601638/menaker-k3-harus-jadi-prioritas-dunia-kerja
377,377,Ledakan restoran barbeku di China picu diskusi soal keamanan restoran,Dunia,https://www.antaranews.com/berita/3601626/ledakan-restoran-barbeku-di-china-picu-diskusi-soal-keamanan-restoran
378,378,BPJAMSOSTEK Depok sosialisasi program kepada pelaku usaha pariwisata,Ekonomi,https://www.antaranews.com/berita/3601593/bpjamsostek-depok-sosialisasi-program-kepada-pelaku-usaha-pariwisata
379,379,Inilah para calon pemilik kaus kuning pada Tour de France 2023,Olahraga,https://www.antaranews.com/berita/3601404/inilah-para-calon-pemilik-kaus-kuning-pada-tour-de-france-2023
380,380,Korlantas kaji ulang praktek uji jalur SIM,Hukum,https://www.antaranews.com/berita/3601377/korlantas-kaji-ulang-praktek-uji-jalur-sim
381,381,Mensos serahkan bantuan bagi penderita kanker & korban kecelakaan,Humaniora,https://www.antaranews.com/berita/3601347/mensos-serahkan-bantuan-bagi-penderita-kanker-korban-kecelakaan
382,382,Komisi V DPR janji perjuangkan tambahan peralatan Basarnas Banjarmasin,Humaniora,https://www.antaranews.com/berita/3601269/komisi-v-dpr-janji-perjuangkan-tambahan-peralatan-basarnas-banjarmasin
383,383,Fajri pasien obesitas dimakamkan di TPU Menteng Pulo Jakarta Selatan,Metro,https://www.antaranews.com/berita/3601218/fajri-pasien-obesitas-dimakamkan-di-tpu-menteng-pulo-jakarta-selatan
384,384,Dirut Jasa Raharja: Safety Campaign ingatkan keselamatan berkendara,Hukum,https://www.antaranews.com/berita/3600888/dirut-jasa-raharja-safety-campaign-ingatkan-keselamatan-berkendara
385,385,Pemerintah Kota Tangerang siap bantu pengurusan jenazah Fajri,Humaniora,https://www.antaranews.com/berita/3600819/pemerintah-kota-tangerang-siap-bantu-pengurusan-jenazah-fajri
386,386,RSCM benarkan pasien obesitas berbobot 300kg asal Tangerang meninggal,Humaniora,https://www.antaranews.com/berita/3600705/rscm-benarkan-pasien-obesitas-berbobot-300kg-asal-tangerang-meninggal
387,387,"Kriminalitas kemarin, perdagangan orang hingga kecelakaan di Cakung",Metro,https://www.antaranews.com/berita/3600576/kriminalitas-kemarin-perdagangan-orang-hingga-kecelakaan-di-cakung
388,388,Tekan laka lantas petugas gabungan gelar operasi lalin di Ngawi Madiun,Hukum,https://www.antaranews.com/video/3599616/tekan-laka-lantas-petugas-gabungan-gelar-operasi-lalin-di-ngawi-madiun
389,389,Polres Kulon Progo latih keselamatan mengemudi sopir ambulan PMI,Politik,https://www.antaranews.com/berita/3599721/polres-kulon-progo-latih-keselamatan-mengemudi-sopir-ambulan-pmi
390,390,Bradl gantikan Rins di MotoGP Belanda,Olahraga,https://www.antaranews.com/berita/3599706/bradl-gantikan-rins-di-motogp-belanda
391,391,Tol Sigli - Banda Aceh seksi 5-6 beroperasi tanpa tarif mulai 22 Juni,Ekonomi,https://www.antaranews.com/berita/3599382/tol-sigli-banda-aceh-seksi-5-6-beroperasi-tanpa-tarif-mulai-22-juni
392,392,"Perluas jamsos, BPJAMSOSTEK Cikarang lindungi pengurus masjid DMI",Humaniora,https://www.antaranews.com/berita/3599052/perluas-jamsos-bpjamsostek-cikarang-lindungi-pengurus-masjid-dmi
393,393,Polda Metro Jaya mulai berlakukan sertifikat sebagai syarat buat SIM,Metro,https://www.antaranews.com/berita/3599025/polda-metro-jaya-mulai-berlakukan-sertifikat-sebagai-syarat-buat-sim
394,394,Kuasa hukum korban sebut ada pelaku lain pada kecelakaan di Cakung,Metro,https://www.antaranews.com/berita/3598926/kuasa-hukum-korban-sebut-ada-pelaku-lain-pada-kecelakaan-di-cakung
395,395,Marquez siap tarung di MotoGP Belanda berduet dengan Lecuona,Olahraga,https://www.antaranews.com/berita/3598908/marquez-siap-tarung-di-motogp-belanda-berduet-dengan-lecuona
396,396,Cara kelola keuangan untuk pendidikan anak berbasis syariah,Lifestyle,https://www.antaranews.com/berita/3598647/cara-kelola-keuangan-untuk-pendidikan-anak-berbasis-syariah
397,397,Kemnaker tingkatkan pelayanan pengujian K3 kepada masyarakat industri,Ekonomi,https://www.antaranews.com/berita/3598167/kemnaker-tingkatkan-pelayanan-pengujian-k3-kepada-masyarakat-industri
398,398,BPJS Ketenagakerjaan Purwokerto perluas jaringan PLKK di Purbalingga,Humaniora,https://www.antaranews.com/berita/3597567/bpjs-ketenagakerjaan-purwokerto-perluas-jaringan-plkk-di-purbalingga
399,399,Cinta Laura mengajak perempuan muda tak takut bahas isu tabu di IHRS,Ekonomi,https://www.antaranews.com/berita/3597459/cinta-laura-mengajak-perempuan-muda-tak-takut-bahas-isu-tabu-di-ihrs
400,400,Bina Konstruksi PUPR ajukan anggaran 2024 sebesar Rp578 miliar,Ekonomi,https://www.antaranews.com/berita/3597315/bina-konstruksi-pupr-ajukan-anggaran-2024-sebesar-rp578-miliar
401,401,Bank Mandiri genjot kepemilikan kendaraan listrik lewat Kopra & Livin',Ekonomi,https://www.antaranews.com/berita/3597117/bank-mandiri-genjot-kepemilikan-kendaraan-listrik-lewat-kopra-livin
402,402,Basarnas evakuasi ABK asal Tanzania karena sakit dalam pelayaran,Humaniora,https://www.antaranews.com/berita/3597105/basarnas-evakuasi-abk-asal-tanzania-karena-sakit-dalam-pelayaran
403,403,IHRS Day 1 bahas pemetaan keterampilan hingga pemberdayaan perempuan,Ekonomi,https://www.antaranews.com/berita/3597102/ihrs-day-1-bahas-pemetaan-keterampilan-hingga-pemberdayaan-perempuan
404,404,Ditlantas Polda Metro limpahkan penabrak di Cakung ke Ditreskrimum,Metro,https://www.antaranews.com/berita/3597072/ditlantas-polda-metro-limpahkan-penabrak-di-cakung-ke-ditreskrimum
405,405,"Kapal selam penjelajah Titanic hilang, upaya penyelamatan dilakukan",Dunia,https://www.antaranews.com/berita/3597018/kapal-selam-penjelajah-titanic-hilang-upaya-penyelamatan-dilakukan
406,406,Miller optimistis bisa patahkan dominasi Ducati di MotoGP,Olahraga,https://www.antaranews.com/berita/3597000/miller-optimistis-bisa-patahkan-dominasi-ducati-di-motogp
407,407,Korlantas ungkap latar belakang aturan SIM wajib sertifikat mengemudi,Hukum,https://www.antaranews.com/berita/3596997/korlantas-ungkap-latar-belakang-aturan-sim-wajib-sertifikat-mengemudi
408,408,Ford tarik kembali hampir 1 juta truk pikap dan SUV di AS,Otomotif,https://otomotif.antaranews.com/berita/3596886/ford-tarik-kembali-hampir-1-juta-truk-pikap-dan-suv-di-as
409,409,Pengamat kritisi aturan buat SIM wajib sertifikat mengemudi,Hukum,https://www.antaranews.com/berita/3596637/pengamat-kritisi-aturan-buat-sim-wajib-sertifikat-mengemudi
410,410,Kapal perang Rusia selamatkan 68 penumpang kapal di Mediterania,Dunia,https://www.antaranews.com/berita/3596340/kapal-perang-rusia-selamatkan-68-penumpang-kapal-di-mediterania
411,411,Ditpolairud Polda Banten tangani kecelakaan kerja di Samudra Marine 2,Hukum,https://www.antaranews.com/berita/3595938/ditpolairud-polda-banten-tangani-kecelakaan-kerja-di-samudra-marine-2
412,412,Taspen serahkan perahu buat bantu transportasi guru pinggiran,Ekonomi,https://www.antaranews.com/berita/3595920/taspen-serahkan-perahu-buat-bantu-transportasi-guru-pinggiran
413,413,Pemkot Palangka Raya-BPJS lindungi 500 guru honorer dari risiko kerja,Humaniora,https://www.antaranews.com/berita/3595542/pemkot-palangka-raya-bpjs-lindungi-500-guru-honorer-dari-risiko-kerja
414,414,SKK Migas jawab tantangan pekerja pascapandemi lewat IHRS 2023,Ekonomi,https://www.antaranews.com/berita/3595473/skk-migas-jawab-tantangan-pekerja-pascapandemi-lewat-ihrs-2023
415,415,SKK Migas ajak tanamkan sense of crisis tekan kecelakaan kerja,Ekonomi,https://www.antaranews.com/berita/3595455/skk-migas-ajak-tanamkan-sense-of-crisis-tekan-kecelakaan-kerja
416,416,Pemkot Jakbar gelar donor darah selama dua hari sambut HUT Jakarta,Metro,https://www.antaranews.com/berita/3595308/pemkot-jakbar-gelar-donor-darah-selama-dua-hari-sambut-hut-jakarta
417,417,Polresta Kendari sebut 134 pelanggar selama berlakukan tilang manual,Hukum,https://www.antaranews.com/berita/3595200/polresta-kendari-sebut-134-pelanggar-selama-berlakukan-tilang-manual
418,418,Kapal Bahana Putra GT 302 dilaporkan tenggelam di perairan Batang Dua,Humaniora,https://www.antaranews.com/berita/3595188/kapal-bahana-putra-gt-302-dilaporkan-tenggelam-di-perairan-batang-dua
419,419,Lima orang meninggal dunia dalam tabrakan bus dan truk di Hokkaido,Dunia,https://www.antaranews.com/berita/3595125/lima-orang-meninggal-dunia-dalam-tabrakan-bus-dan-truk-di-hokkaido
420,420,Polisi evakuasi truk terguling di Nagreg menutup akses jalan nasional,Hukum,https://www.antaranews.com/berita/3595008/polisi-evakuasi-truk-terguling-di-nagreg-menutup-akses-jalan-nasional
421,421,"Juara GP Kanada 2023, Max Verstappen samai rekor Ayrton Senna",Olahraga,https://www.antaranews.com/berita/3594900/juara-gp-kanada-2023-max-verstappen-samai-rekor-ayrton-senna
422,422,Kaisar Jepang pilih Indonesia sebagai kunjungan perdana luar negeri,Dunia,https://www.antaranews.com/berita/3594852/kaisar-jepang-pilih-indonesia-sebagai-kunjungan-perdana-luar-negeri
423,423,Pesawat SAM Air yang tergelincir di Bandara Pattimura sudah dievakuasi,Ekonomi,https://www.antaranews.com/berita/3594390/pesawat-sam-air-yang-tergelincir-di-bandara-pattimura-sudah-dievakuasi
424,424,Truk bermuatan tabung gas terbalik di Jalan Bypass Jakarta Timur,Metro,https://www.antaranews.com/berita/3593970/truk-bermuatan-tabung-gas-terbalik-di-jalan-bypass-jakarta-timur
425,425,"Kriminal sepekan, kasus di Cakung paling banyak jadi sorotan",Metro,https://www.antaranews.com/berita/3593931/kriminal-sepekan-kasus-di-cakung-paling-banyak-jadi-sorotan
426,426,Marquez: MotoGP Jerman penuh dengan risiko,Olahraga,https://www.antaranews.com/berita/3593865/marquez-motogp-jerman-penuh-dengan-risiko
427,427,Kemenag: Asuransi jiwa ditransfer ke rekening peserta haji,Humaniora,https://www.antaranews.com/berita/3593631/kemenag-asuransi-jiwa-ditransfer-ke-rekening-peserta-haji
428,428,Polisi sebut pelaku tabrak motor hingga tewas di Cakung karena emosi,Metro,https://www.antaranews.com/berita/3593280/polisi-sebut-pelaku-tabrak-motor-hingga-tewas-di-cakung-karena-emosi
429,429,Polisi gelar perkara khusus kasus mobil tabrak motor di Cakung,Metro,https://www.antaranews.com/berita/3593241/polisi-gelar-perkara-khusus-kasus-mobil-tabrak-motor-di-cakung
430,430,"Film ""Mappacci"" angkat budaya Bugis Makassar dengan humoris",Hiburan,https://www.antaranews.com/berita/3592710/film-mappacci-angkat-budaya-bugis-makassar-dengan-humoris
431,431,PT KAI tutup perlintasan liar di KM 35+4/5 lintas Depok-Citayam,Metro,https://www.antaranews.com/berita/3592704/pt-kai-tutup-perlintasan-liar-di-km-35-4-5-lintas-depok-citayam
432,432,Ancol bertekad pantau balita tengkes sesuai perkembangan dan usia,Metro,https://www.antaranews.com/berita/3592668/ancol-bertekad-pantau-balita-tengkes-sesuai-perkembangan-dan-usia
433,433,Kementerian ESDM gelar Forum Komunikasi Keselamatan Sektor ESDM 2023,Ekonomi,https://www.antaranews.com/berita/3592167/kementerian-esdm-gelar-forum-komunikasi-keselamatan-sektor-esdm-2023
434,434,Kecelakaan angkot vs KRL di perlintasan sebidang Rawa Indah,Metro,https://www.antaranews.com/foto/3592119/kecelakaan-angkot-vs-krl-di-perlintasan-sebidang-rawa-indah
435,435,Indonesia-Swiss perkuat kerja sama bidang ketenagakerjaan,Humaniora,https://www.antaranews.com/berita/3592065/indonesia-swiss-perkuat-kerja-sama-bidang-ketenagakerjaan
436,436,Sebanyak 14 pekerja migran asal Sampang dipulangkan karena meninggal,Humaniora,https://www.antaranews.com/berita/3591969/sebanyak-14-pekerja-migran-asal-sampang-dipulangkan-karena-meninggal
437,437,"Lee Sungmin kembali di ""Shadow Detective"" musim kedua, tayang 5 Juli",Hiburan,https://www.antaranews.com/berita/3591819/lee-sungmin-kembali-di-shadow-detective-musim-kedua-tayang-5-juli
438,438,Tersangkut rel kereta angkot tertabrak KRL di Depok,Humaniora,https://www.antaranews.com/berita/3591558/tersangkut-rel-kereta-angkot-tertabrak-krl-di-depok
439,439,"Truk tabrak minibus di Manitoba Kanada, sedikitnya 15 orang tewas",Dunia,https://www.antaranews.com/video/3591480/truk-tabrak-minibus-di-manitoba-kanada-sedikitnya-15-orang-tewas
440,440,Sebanyak 776 kendaraan di Ternate terjaring tilang manual,Hukum,https://www.antaranews.com/berita/3591420/sebanyak-776-kendaraan-di-ternate-terjaring-tilang-manual
441,441,Tim SAR cari lima awak Cipta Harapan IX yang kecelakaan di Karimunjawa,Humaniora,https://www.antaranews.com/berita/3591387/tim-sar-cari-lima-awak-cipta-harapan-ix-yang-kecelakaan-di-karimunjawa
442,442,Sedikitnya 15 manula tewas di Kanada akibat truk tabrak minibus,Dunia,https://www.antaranews.com/berita/3591138/sedikitnya-15-manula-tewas-di-kanada-akibat-truk-tabrak-minibus
443,443,SUV BMW iX listrik ditarik di beberapa pasar karena masalah akselerasi,Otomotif,https://otomotif.antaranews.com/berita/3591096/suv-bmw-ix-listrik-ditarik-di-beberapa-pasar-karena-masalah-akselerasi
444,444,"Kriminal kemarin, pelaku tabrak lari hingga pengamanan gedung MK",Metro,https://www.antaranews.com/berita/3591066/kriminal-kemarin-pelaku-tabrak-lari-hingga-pengamanan-gedung-mk
445,445,Verstappen jaga momentum kemenangan menuju GP Kanada,Olahraga,https://www.antaranews.com/berita/3590931/verstappen-jaga-momentum-kemenangan-menuju-gp-kanada
446,446,Kemenhub tengah sempurnakan regulasi penerbangan malam helikopter,Ekonomi,https://www.antaranews.com/berita/3590814/kemenhub-tengah-sempurnakan-regulasi-penerbangan-malam-helikopter
447,447,Warga pesisir Mimika terima bantuan 800 jaket pelampung,Humaniora,https://www.antaranews.com/video/3590499/warga-pesisir-mimika-terima-bantuan-800-jaket-pelampung
448,448,Pelaku tabrak lari di Tol Cakung terancam enam tahun penjara,Metro,https://www.antaranews.com/berita/3590508/pelaku-tabrak-lari-di-tol-cakung-terancam-enam-tahun-penjara
449,449,Kemenhub mendukung peningkatan transportasi helikopter di Indonesia,Ekonomi,https://www.antaranews.com/berita/3590190/kemenhub-mendukung-peningkatan-transportasi-helikopter-di-indonesia
450,450,Jumlah korban tewas tenggelamnya kapal migran di Yunani capai 79,Dunia,https://www.antaranews.com/berita/3590115/jumlah-korban-tewas-tenggelamnya-kapal-migran-di-yunani-capai-79
451,451,KND dorong upaya pemenuhan hak-hak pekerjaan penyandang disabilitas,Humaniora,https://www.antaranews.com/berita/3590043/knd-dorong-upaya-pemenuhan-hak-hak-pekerjaan-penyandang-disabilitas
452,452,Marbot masjid di Jakarta diharap jadi peserta BPJS Ketenagakerjaan,Metro,https://www.antaranews.com/berita/3589581/marbot-masjid-di-jakarta-diharap-jadi-peserta-bpjs-ketenagakerjaan
453,453,90 persen warga Suriah hidup di bawah garis kemiskinan,Dunia,https://www.antaranews.com/berita/3589530/90-persen-warga-suriah-hidup-di-bawah-garis-kemiskinan
454,454,Pelaku tabrak lari di pintu masuk Tol Cakung serahkan diri,Metro,https://www.antaranews.com/berita/3589290/pelaku-tabrak-lari-di-pintu-masuk-tol-cakung-serahkan-diri
455,455,Warga pedalaman Amazon selamatkan 4 anak korban kecelakaan pesawat,Dunia,https://www.antaranews.com/video/3589227/warga-pedalaman-amazon-selamatkan-4-anak-korban-kecelakaan-pesawat
456,456,Tim medis RSCM kemukakan hipotesis penyebab Fajri obesitas,Humaniora,https://www.antaranews.com/berita/3588453/tim-medis-rscm-kemukakan-hipotesis-penyebab-fajri-obesitas
457,457,China ambil langkah ringankan biaya perusahaan,Dunia,https://www.antaranews.com/berita/3587883/china-ambil-langkah-ringankan-biaya-perusahaan
458,458,"Pulihkan obesitas Fajri, RSCM kerahkan tim medis multi-disiplin ilmu",Humaniora,https://www.antaranews.com/berita/3587601/pulihkan-obesitas-fajri-rscm-kerahkan-tim-medis-multi-disiplin-ilmu
459,459,Polisi bantu evakuasi mobil Gulkarmat Jaksel terguling di Pasar Minggu,Metro,https://www.antaranews.com/berita/3587349/polisi-bantu-evakuasi-mobil-gulkarmat-jaksel-terguling-di-pasar-minggu
460,460,Ditjen Hubud-CASA Australia berbagi informasi keselamatan penerbangan,Ekonomi,https://www.antaranews.com/berita/3587319/ditjen-hubud-casa-australia-berbagi-informasi-keselamatan-penerbangan
461,461,Joan Mir bakal lewatkan MotoGP Jerman karena cedera,Olahraga,https://www.antaranews.com/berita/3587307/joan-mir-bakal-lewatkan-motogp-jerman-karena-cedera
462,462,Kapal terbalik di Nigeria tewaskan sedikitnya 50 orang,Dunia,https://www.antaranews.com/berita/3587139/kapal-terbalik-di-nigeria-tewaskan-sedikitnya-50-orang
463,463,Pengendara motor di Sukabumi tewas ditabrak mobil dari arah berlawanan,Hukum,https://www.antaranews.com/berita/3586929/pengendara-motor-di-sukabumi-tewas-ditabrak-mobil-dari-arah-berlawanan
464,464,Pelni Medan segera sesuaikan harga tiket kapal dengan peraturan baru,Ekonomi,https://www.antaranews.com/berita/3586617/pelni-medan-segera-sesuaikan-harga-tiket-kapal-dengan-peraturan-baru
465,465,Yordania tembak jatuh drone pembawa narkoba asal Suriah,Dunia,https://www.antaranews.com/berita/3586515/yordania-tembak-jatuh-drone-pembawa-narkoba-asal-suriah
466,466,Seorang calon haji asal Batam meninggal dunia di Mekkah,Humaniora,https://www.antaranews.com/berita/3585948/seorang-calon-haji-asal-batam-meninggal-dunia-di-mekkah
467,467,Kemnaker optimistis UU Cipta Kerja dorong pertumbuhan ekonomi,Humaniora,https://www.antaranews.com/berita/3585915/kemnaker-optimistis-uu-cipta-kerja-dorong-pertumbuhan-ekonomi
468,468,22 tentara AS terluka dalam kecelakaan helikopter di Suriah,Dunia,https://www.antaranews.com/berita/3585897/22-tentara-as-terluka-dalam-kecelakaan-helikopter-di-suriah
469,469,Musibah kebakaran conveyor batu bara di Aceh,Humaniora,https://www.antaranews.com/foto/3585714/musibah-kebakaran-conveyor-batu-bara-di-aceh
470,470,Kento Momota sebut belum sepenuhnya pulih dari cedera,Olahraga,https://www.antaranews.com/berita/3585648/kento-momota-sebut-belum-sepenuhnya-pulih-dari-cedera
471,471,SKK Migas berkomitmen dorong penerbitan aturan sumur minyak masyarakat,Ekonomi,https://www.antaranews.com/berita/3585258/skk-migas-berkomitmen-dorong-penerbitan-aturan-sumur-minyak-masyarakat
472,472,Dokter: Donor darah selamatkan nyawa banyak orang,Humaniora,https://www.antaranews.com/berita/3585231/dokter-donor-darah-selamatkan-nyawa-banyak-orang
473,473,Pupuk Kaltim meraih tiga penghargaan bidang K3 dari Pemprov Kaltim,Ekonomi,https://www.antaranews.com/berita/3585177/pupuk-kaltim-meraih-tiga-penghargaan-bidang-k3-dari-pemprov-kaltim
474,474,Minuman beralkohol penyebab utama kecelakaan lalu lintas di Jayapura,Hukum,https://www.antaranews.com/berita/3584664/minuman-beralkohol-penyebab-utama-kecelakaan-lalu-lintas-di-jayapura
475,475,Polisi tetapkan sopir tersangka kecelakaan sebabkan empat orang tewas,Hukum,https://www.antaranews.com/berita/3584127/polisi-tetapkan-sopir-tersangka-kecelakaan-sebabkan-empat-orang-tewas
476,476,Pengemudi didakwa atas kecelakaan bus tewaskan 10 orang di Australia,Dunia,https://www.antaranews.com/berita/3583869/pengemudi-didakwa-atas-kecelakaan-bus-tewaskan-10-orang-di-australia
477,477,Pameran Tanggap Bencana EDRR Indonesia 2023 Hadir di Indonesia pada Oktober Ini,Rilis Pers,https://www.antaranews.com/berita/3583692/pameran-tanggap-bencana-edrr-indonesia-2023-hadir-di-indonesia-pada-oktober-ini
478,478,Sunway Medical Centre Jadi Rumah Sakit Terbaik di Malaysia yang Menawarkan Layanan Pediatri,Rilis Pers,https://www.antaranews.com/berita/3583467/sunway-medical-centre-jadi-rumah-sakit-terbaik-di-malaysia-yang-menawarkan-layanan-pediatri
479,479,Anak-anak ditemukan selamat dalam kecelakaan pesawat di Kolombia,Dunia,https://www.antaranews.com/foto/3583413/anak-anak-ditemukan-selamat-dalam-kecelakaan-pesawat-di-kolombia
480,480,Uni Eropa tawarkan bantuan untuk Tunisia seiring naiknya angka migrasi,Dunia,https://www.antaranews.com/berita/3583371/uni-eropa-tawarkan-bantuan-untuk-tunisia-seiring-naiknya-angka-migrasi
481,481,Alex Marquez: Kesalahan kecil buat gagal raih podium MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3583269/alex-marquez-kesalahan-kecil-buat-gagal-raih-podium-motogp-italia
482,482,Marquez ungkap kekecewaan usai DNF di MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3583230/marquez-ungkap-kekecewaan-usai-dnf-di-motogp-italia
483,483,Bagnaia: Ketenangan dan fokus jadi kunci dominasi di MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3583206/bagnaia-ketenangan-dan-fokus-jadi-kunci-dominasi-di-motogp-italia
484,484,"Bagnaia dominan menangi GP Italia pada ""akhir pekan yang sempurna""",Olahraga,https://www.antaranews.com/berita/3582936/bagnaia-dominan-menangi-gp-italia-pada-akhir-pekan-yang-sempurna
485,485,Empat orang meninggal dunia akibat kecelakaan di Malang,Humaniora,https://www.antaranews.com/berita/3582825/empat-orang-meninggal-dunia-akibat-kecelakaan-di-malang
486,486,Manajemen PT Elnusa kunjungi korban kecelakaan kerja di Siak,Humaniora,https://www.antaranews.com/berita/3582576/manajemen-pt-elnusa-kunjungi-korban-kecelakaan-kerja-di-siak
487,487,Empat anak hilang ditemukan selamat di hutan Kolombia,Dunia,https://www.antaranews.com/video/3581802/empat-anak-hilang-ditemukan-selamat-di-hutan-kolombia
488,488,Bagnaia dibuat kesal Marquez sebelum rebut pole GP Italia,Olahraga,https://www.antaranews.com/berita/3581811/bagnaia-dibuat-kesal-marquez-sebelum-rebut-pole-gp-italia
489,489,Polisi tilang 40 motor saat penertiban balap liar,Metro,https://www.antaranews.com/berita/3581370/polisi-tilang-40-motor-saat-penertiban-balap-liar
490,490,Empat anak Kolombia ditemukan hidup di hutan seusai kecelakaan pesawat,Dunia,https://www.antaranews.com/berita/3581355/empat-anak-kolombia-ditemukan-hidup-di-hutan-seusai-kecelakaan-pesawat
491,491,Satu wisatawan Jakarta belum ditemukan setelah tenggelam di Sukabumi,Humaniora,https://www.antaranews.com/berita/3580914/satu-wisatawan-jakarta-belum-ditemukan-setelah-tenggelam-di-sukabumi
492,492,RSUD Kota Tangerang rujuk pria berbobot 300 kilogram ke RSCM,Humaniora,https://www.antaranews.com/berita/3580686/rsud-kota-tangerang-rujuk-pria-berbobot-300-kilogram-ke-rscm
493,493,Basarnas Aceh ungkap 8 evakuasi medis kecelakaan kerja di kapal asing,Humaniora,https://www.antaranews.com/berita/3580416/basarnas-aceh-ungkap-8-evakuasi-medis-kecelakaan-kerja-di-kapal-asing
494,494,Jepang janjikan bantuan ke Ukraina setelah bendungan Kakhovka jebol,Dunia,https://www.antaranews.com/berita/3580371/jepang-janjikan-bantuan-ke-ukraina-setelah-bendungan-kakhovka-jebol
495,495,BP2MI Kupang: 61 jenazah PMI dipulangkan ke NTT selama Januari-Juni,Humaniora,https://www.antaranews.com/berita/3580290/bp2mi-kupang-61-jenazah-pmi-dipulangkan-ke-ntt-selama-januari-juni
496,496,Dua pelaku pengeroyok mahasiswi UHO ditahan di rutan perempuan,Hukum,https://www.antaranews.com/berita/3580269/dua-pelaku-pengeroyok-mahasiswi-uho-ditahan-di-rutan-perempuan
497,497,Alex Marquez jadi yang tercepat pada sesi FP1 MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3580245/alex-marquez-jadi-yang-tercepat-pada-sesi-fp1-motogp-italia
498,498,14 orang luka-luka akibat kecelakaan eskalator di Korea Selatan,Dunia,https://www.antaranews.com/video/3580059/14-orang-luka-luka-akibat-kecelakaan-eskalator-di-korea-selatan
499,499,"BRI Insurance bayar klaim asuransi kebakaran Rp920,05 juta",Ekonomi,https://www.antaranews.com/berita/3580086/bri-insurance-bayar-klaim-asuransi-kebakaran-rp92005-juta
500,500,"ESDM minta partisipasi perusahaan wujudkan ""good mining practice""",Ekonomi,https://www.antaranews.com/berita/3580074/esdm-minta-partisipasi-perusahaan-wujudkan-good-mining-practice
501,501,Autoliv akan luncurkan sistem airbag untuk motor pada 2025,Otomotif,https://otomotif.antaranews.com/berita/3579924/autoliv-akan-luncurkan-sistem-airbag-untuk-motor-pada-2025
502,502,Tim SAR Situbondo selamatkan tiga awak kapal layar motor tenggelam,Humaniora,https://www.antaranews.com/berita/3579777/tim-sar-situbondo-selamatkan-tiga-awak-kapal-layar-motor-tenggelam
503,503,Kemenag: Setiap peserta ibadah haji dapat asuransi jiwa dan kecelakaan,Humaniora,https://www.antaranews.com/berita/3579579/kemenag-setiap-peserta-ibadah-haji-dapat-asuransi-jiwa-dan-kecelakaan
504,504,Indonesia paparkan aspek keselamatan pelayaran di Australia,Ekonomi,https://www.antaranews.com/berita/3579333/indonesia-paparkan-aspek-keselamatan-pelayaran-di-australia
505,505,"Bagnaia ungkap kesulitan berjalan, tapi siap hadapi MotoGP Italia",Olahraga,https://www.antaranews.com/berita/3579234/bagnaia-ungkap-kesulitan-berjalan-tapi-siap-hadapi-motogp-italia
506,506,"Diduga supir ngantuk, truk Colt Diesel masuk sungai di Tangerang",Humaniora,https://www.antaranews.com/berita/3577920/diduga-supir-ngantuk-truk-colt-diesel-masuk-sungai-di-tangerang
507,507,"ITB investigasi meninggalnya mahasiswa saat uji ""drone""",Hukum,https://www.antaranews.com/berita/3577821/itb-investigasi-meninggalnya-mahasiswa-saat-uji-drone
508,508,Bagnaia dan Bastianini ingin ulangi kesuksesan Ducati di MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3577395/bagnaia-dan-bastianini-ingin-ulangi-kesuksesan-ducati-di-motogp-italia
509,509,Indonesia sampaikan pengembangan sistem I-Motion di pertemuan APHOMSA,Ekonomi,https://www.antaranews.com/berita/3577074/indonesia-sampaikan-pengembangan-sistem-i-motion-di-pertemuan-aphomsa
510,510,Pangeran Harry jadi saksi kasus peretasan ponsel oleh tabloid Inggris,Dunia,https://www.antaranews.com/berita/3577032/pangeran-harry-jadi-saksi-kasus-peretasan-ponsel-oleh-tabloid-inggris
511,511,Bastianini siap kembali pada MotoGP Italia,Olahraga,https://www.antaranews.com/berita/3576882/bastianini-siap-kembali-pada-motogp-italia
